sku,producto,handle,estado_producto,diametro,anchura,pcd,et,buje,peso,peso_unidad,unidades_por_juego,acabado,carga,estado_datos,campos_ausentes,datos_anomalos,n_metafields
OYL260416394,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416394,oyl260416394-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416395,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416395,oyl260416395-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416396,Juego de 4 llantas 19 pulgadas Audi – OYL260416396,oyl260416396-19-audi,DRAFT,19,8.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416397,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416397,oyl260416397-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416398,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416398,oyl260416398-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416399,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416399,oyl260416399-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416400,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416400,oyl260416400-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416401,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416401,oyl260416401-22-mercedes-benz,DRAFT,22,10.0,5x130,36,84.1,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416402,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416402,oyl260416402-22-mercedes-benz,DRAFT,22,10.0,5x130,36,84.1,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416403,Juego de 4 llantas 20 pulgadas BMW – OYL260416403,oyl260416403-20-bmw,DRAFT,20,9.0,5x112,24,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416404,Juego de 4 llantas 20 pulgadas BMW – OYL260416404,oyl260416404-20-bmw,DRAFT,20,10.5,5x112,44,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416405,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416405,oyl260416405-18-volkswagen,DRAFT,18,8.0,5x112,40,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416406,Juego de 4 llantas 20 pulgadas BMW – OYL260416406,oyl260416406-20-bmw,DRAFT,20,8.0,5x112,27,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416407,Juego de 4 llantas 20 pulgadas BMW – OYL260416407,oyl260416407-20-bmw,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416408,Juego de 4 llantas 20 pulgadas BMW – OYL260416408,oyl260416408-20-bmw,DRAFT,20,8.5,5x112,28,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416409,Juego de 4 llantas 20 pulgadas BMW – OYL260416409,oyl260416409-20-bmw,DRAFT,20,8.5,5x112,28,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416410,Juego de 4 llantas 20 pulgadas BMW – OYL260416410,oyl260416410-20-bmw,DRAFT,20,10.0,5x112,46,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416411,Juego de 4 llantas 20 pulgadas BMW – OYL260416411,oyl260416411-20-bmw,DRAFT,20,10.0,5x112,46,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416412,Juego de 4 llantas 21 pulgadas BMW – OYL260416412,oyl260416412-21-bmw,DRAFT,21,9.0,5x112,24,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416413,Juego de 4 llantas 21 pulgadas BMW – OYL260416413,oyl260416413-21-bmw,DRAFT,21,10.5,5x112,44,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416414,Juego de 4 llantas 21 pulgadas BMW – OYL260416414,oyl260416414-21-bmw,DRAFT,21,9.0,5x112,24,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416415,Juego de 4 llantas 21 pulgadas BMW – OYL260416415,oyl260416415-21-bmw,DRAFT,21,10.5,5x112,44,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416416,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416416,oyl260416416-21-mercedes-benz,DRAFT,21,10.0,5x112,51,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416417,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416417,oyl260416417-21-mercedes-benz,DRAFT,21,11.0,5x112,47,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416418,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416418,oyl260416418-22-mercedes-benz,DRAFT,22,10.0,5x112,56,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416419,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416419,oyl260416419-22-mercedes-benz,DRAFT,22,11.5,5x112,53,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416420,Juego de 4 llantas 20 pulgadas BMW – OYL260416420,oyl260416420-20-bmw,DRAFT,20,10.0,5x112,46,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416421,Juego de 4 llantas 19 pulgadas BMW – OYL260416421,oyl260416421-19-bmw,DRAFT,19,8.0,5x112,27,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416422,Juego de 4 llantas 19 pulgadas BMW – OYL260416422,oyl260416422-19-bmw,DRAFT,19,8.5,5x112,40,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416423,Juego de 4 llantas 19 pulgadas BMW – OYL260416423,oyl260416423-19-bmw,DRAFT,19,8.0,5x112,27,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416424,Juego de 4 llantas 19 pulgadas BMW – OYL260416424,oyl260416424-19-bmw,DRAFT,19,8.5,5x112,40,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416425,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416425,oyl260416425-22-mercedes-benz,DRAFT,22,11.5,5x112,53,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416426,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416426,oyl260416426-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416427,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416427,oyl260416427-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416428,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416428,oyl260416428-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416429,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416429,oyl260416429-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416430,Juego de 4 llantas 20 pulgadas BMW – OYL260416430,oyl260416430-20-bmw,DRAFT,20,8.5,5x112,28,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416431,Juego de 4 llantas 20 pulgadas BMW – OYL260416431,oyl260416431-20-bmw,DRAFT,20,10.0,5x112,46,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416432,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416432,oyl260416432-21-mercedes-benz,DRAFT,21,11.0,5x112,42,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416433,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416433,oyl260416433-22-mercedes-benz,DRAFT,22,11.5,5x112,47,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416434,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416434,oyl260416434-18-volkswagen,DRAFT,18,8.0,5x112,40,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416435,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416435,oyl260416435-18-volkswagen,DRAFT,18,8.0,5x112,40,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416436,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416436,oyl260416436-18-volkswagen,DRAFT,18,8.0,5x112,40,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416437,Juego de 4 llantas 19 pulgadas Volkswagen – OYL260416437,oyl260416437-19-volkswagen,DRAFT,19,8.0,5x112,40,57.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416438,Juego de 4 llantas 20 pulgadas BMW – OYL260416438,oyl260416438-20-bmw,DRAFT,20,8.5,5x112,28,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416439,Juego de 4 llantas 20 pulgadas BMW – OYL260416439,oyl260416439-20-bmw,DRAFT,20,10.0,5x112,46,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
